Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;81;82;7;8;74;75;8
00000_00001.ppm;81;81;7;7;74;74;8
00000_00002.ppm;82;81;8;7;75;74;8
00000_00003.ppm;83;82;7;7;75;75;8
00000_00004.ppm;85;85;8;8;78;78;8
00000_00005.ppm;86;85;8;7;79;78;8
00000_00006.ppm;87;86;8;7;80;79;8
00000_00007.ppm;89;88;8;7;82;81;8
00000_00008.ppm;90;91;8;8;82;83;8
00000_00009.ppm;92;92;9;8;84;84;8
00000_00010.ppm;92;95;8;9;84;87;8
00000_00011.ppm;95;98;8;9;87;90;8
00000_00012.ppm;98;99;9;8;90;91;8
00000_00013.ppm;99;103;8;9;91;94;8
00000_00014.ppm;103;106;9;10;94;97;8
00000_00015.ppm;107;109;9;10;98;100;8
00000_00016.ppm;110;110;10;9;101;101;8
00000_00017.ppm;112;115;9;10;103;105;8
00000_00018.ppm;117;118;11;11;107;108;8
00000_00019.ppm;120;120;11;11;110;110;8
00000_00020.ppm;127;128;11;12;116;117;8
00000_00021.ppm;130;131;11;11;119;119;8
00000_00022.ppm;134;134;12;11;123;123;8
00000_00023.ppm;137;140;12;12;126;127;8
00000_00024.ppm;145;148;12;12;133;136;8
00000_00025.ppm;151;156;13;14;138;143;8
00000_00026.ppm;157;161;13;14;143;148;8
00000_00027.ppm;164;168;14;14;150;154;8
00000_00028.ppm;179;183;16;15;164;168;8
00000_00029.ppm;188;193;17;16;172;177;8
00001_00000.ppm;25;27;5;5;20;22;8
00001_00001.ppm;27;29;6;6;22;24;8
00001_00002.ppm;27;29;6;6;22;23;8
00001_00003.ppm;26;28;5;5;21;23;8
00001_00004.ppm;28;29;6;5;23;23;8
00001_00005.ppm;29;30;6;6;24;25;8
00001_00006.ppm;28;29;5;5;23;24;8
00001_00007.ppm;30;31;6;6;25;26;8
00001_00008.ppm;30;30;5;5;24;25;8
00001_00009.ppm;30;32;5;6;25;27;8
00001_00010.ppm;31;32;5;5;26;27;8
00001_00011.ppm;31;34;5;5;26;28;8
00001_00012.ppm;32;35;5;6;27;30;8
00001_00013.ppm;35;36;6;6;29;31;8
00001_00014.ppm;35;36;5;5;29;31;8
00001_00015.ppm;37;38;6;5;32;33;8
00001_00016.ppm;37;40;5;6;32;34;8
00001_00017.ppm;39;40;6;6;34;35;8
00001_00018.ppm;40;41;5;5;35;36;8
00001_00019.ppm;41;42;5;5;36;37;8
00001_00020.ppm;42;43;5;5;36;37;8
00001_00021.ppm;44;44;5;5;38;39;8
00001_00022.ppm;45;46;6;6;40;41;8
00001_00023.ppm;45;48;5;6;40;42;8
00001_00024.ppm;49;50;6;6;44;45;8
00001_00025.ppm;50;52;5;6;44;46;8
00001_00026.ppm;52;54;5;6;47;49;8
00001_00027.ppm;53;56;5;6;48;50;8
00001_00028.ppm;55;57;5;5;50;51;8
00001_00029.ppm;59;60;5;5;54;55;8
00002_00000.ppm;48;52;6;6;43;47;8
00002_00001.ppm;48;52;6;6;43;47;8
00002_00002.ppm;48;52;6;5;43;47;8
00002_00003.ppm;49;53;6;5;43;47;8
00002_00004.ppm;49;54;5;5;44;49;8
00002_00005.ppm;49;54;6;6;44;49;8
00002_00006.ppm;50;54;6;5;45;49;8
00002_00007.ppm;49;55;5;6;44;50;8
00002_00008.ppm;51;57;6;6;46;51;8
00002_00009.ppm;52;57;6;6;47;52;8
00002_00010.ppm;53;57;6;5;47;51;8
00002_00011.ppm;53;57;5;5;47;52;8
00002_00012.ppm;54;58;5;5;48;53;8
00002_00013.ppm;54;60;5;6;49;55;8
00002_00014.ppm;55;60;5;6;50;55;8
00002_00015.ppm;57;62;6;5;52;57;8
00002_00016.ppm;57;62;6;5;52;57;8
00002_00017.ppm;60;64;6;5;55;58;8
00002_00018.ppm;61;67;5;6;56;61;8
00002_00019.ppm;61;71;5;7;56;65;8
00002_00020.ppm;65;74;6;7;60;68;8
00002_00021.ppm;69;76;6;7;62;69;8
00002_00022.ppm;74;79;7;7;67;72;8
00002_00023.ppm;77;83;7;7;71;76;8
00002_00024.ppm;82;86;8;8;75;79;8
00002_00025.ppm;86;92;7;8;79;84;8
00002_00026.ppm;93;97;9;9;85;89;8
00002_00027.ppm;98;104;8;10;90;95;8
00002_00028.ppm;108;110;10;9;99;101;8
00002_00029.ppm;117;119;11;11;107;109;8
00003_00000.ppm;27;25;6;5;22;20;8
00003_00001.ppm;28;27;6;5;23;21;8
00003_00002.ppm;29;28;6;6;24;23;8
00003_00003.ppm;29;29;5;6;23;24;8
00003_00004.ppm;29;29;5;5;24;24;8
00003_00005.ppm;30;31;5;6;25;26;8
00003_00006.ppm;31;31;6;6;26;26;8
00003_00007.ppm;32;31;6;5;27;26;8
00003_00008.ppm;33;32;6;5;28;27;8
00003_00009.ppm;33;34;5;6;28;29;8
00003_00010.ppm;35;34;6;5;30;29;8
00003_00011.ppm;35;35;5;5;30;30;8
00003_00012.ppm;36;36;5;5;30;30;8
00003_00013.ppm;36;38;5;6;31;32;8
00003_00014.ppm;38;39;5;6;32;33;8
00003_00015.ppm;38;40;5;6;33;34;8
00003_00016.ppm;42;42;6;6;37;37;8
00003_00017.ppm;43;43;6;6;38;38;8
00003_00018.ppm;43;44;5;5;38;39;8
00003_00019.ppm;46;46;6;5;41;41;8
00003_00020.ppm;48;49;5;6;43;44;8
00003_00021.ppm;51;51;6;5;46;46;8
00003_00022.ppm;54;55;5;5;49;50;8
00003_00023.ppm;58;60;5;6;53;55;8
00003_00024.ppm;65;68;6;7;60;62;8
00003_00025.ppm;74;73;7;6;68;67;8
00003_00026.ppm;83;84;8;8;76;77;8
00003_00027.ppm;87;91;8;8;80;83;8
00003_00028.ppm;97;105;8;9;89;96;8
00003_00029.ppm;119;129;11;12;109;118;8
00004_00000.ppm;26;26;5;5;20;20;8
00004_00001.ppm;27;27;5;5;21;21;8
00004_00002.ppm;28;28;5;5;22;22;8
00004_00003.ppm;29;29;6;6;24;24;8
00004_00004.ppm;29;29;5;5;24;24;8
00004_00005.ppm;30;30;5;5;25;25;8
00004_00006.ppm;31;31;6;6;26;26;8
00004_00007.ppm;33;32;6;5;28;27;8
00004_00008.ppm;33;33;5;5;27;27;8
00004_00009.ppm;33;32;6;5;28;27;8
00004_00010.ppm;35;35;5;5;30;30;8
00004_00011.ppm;37;37;6;5;32;32;8
00004_00012.ppm;38;38;6;6;32;33;8
00004_00013.ppm;38;39;5;5;33;34;8
00004_00014.ppm;39;43;5;6;34;38;8
00004_00015.ppm;42;44;5;5;37;39;8
00004_00016.ppm;44;47;5;6;39;42;8
00004_00017.ppm;45;48;5;6;40;43;8
00004_00018.ppm;47;49;5;5;42;44;8
00004_00019.ppm;50;51;6;5;45;46;8
00004_00020.ppm;52;55;5;6;47;50;8
00004_00021.ppm;56;59;5;6;51;54;8
00004_00022.ppm;60;62;6;6;55;57;8
00004_00023.ppm;64;68;6;7;59;62;8
00004_00024.ppm;71;73;6;6;64;66;8
00004_00025.ppm;81;83;8;8;74;76;8
00004_00026.ppm;91;93;8;8;83;85;8
00004_00027.ppm;105;106;9;9;96;97;8
00004_00028.ppm;119;121;10;11;109;111;8
00004_00029.ppm;145;146;12;12;133;134;8
00005_00000.ppm;31;32;5;6;26;27;8
00005_00001.ppm;32;33;5;6;26;27;8
00005_00002.ppm;32;33;5;5;27;27;8
00005_00003.ppm;34;34;6;6;29;29;8
00005_00004.ppm;33;34;5;6;28;29;8
00005_00005.ppm;35;35;5;6;29;30;8
00005_00006.ppm;35;36;5;6;30;31;8
00005_00007.ppm;36;37;5;6;31;32;8
00005_00008.ppm;36;38;5;6;31;32;8
00005_00009.ppm;37;37;5;5;32;32;8
00005_00010.ppm;39;40;5;6;34;35;8
00005_00011.ppm;40;40;6;5;35;34;8
00005_00012.ppm;40;40;5;5;35;35;8
00005_00013.ppm;43;43;6;6;38;38;8
00005_00014.ppm;44;43;6;5;39;38;8
00005_00015.ppm;46;46;6;6;41;41;8
00005_00016.ppm;46;46;5;5;41;41;8
00005_00017.ppm;47;47;5;5;42;42;8
00005_00018.ppm;50;50;6;5;45;44;8
00005_00019.ppm;51;51;5;5;46;46;8
00005_00020.ppm;52;53;5;6;47;48;8
00005_00021.ppm;57;57;5;5;52;52;8
00005_00022.ppm;58;59;5;6;53;54;8
00005_00023.ppm;62;61;6;5;57;56;8
00005_00024.ppm;67;69;6;7;61;63;8
00005_00025.ppm;70;71;6;6;64;65;8
00005_00026.ppm;76;80;6;7;70;73;8
00005_00027.ppm;81;84;7;8;74;77;8
00005_00028.ppm;87;92;7;8;80;84;8
00005_00029.ppm;106;108;10;10;97;99;8
00006_00000.ppm;28;27;6;5;23;22;8
00006_00001.ppm;27;27;5;5;22;22;8
00006_00002.ppm;28;30;5;6;23;25;8
00006_00003.ppm;29;30;5;6;24;25;8
00006_00004.ppm;30;29;6;5;25;24;8
00006_00005.ppm;29;30;5;6;24;25;8
00006_00006.ppm;29;30;5;6;24;25;8
00006_00007.ppm;31;30;6;5;25;25;8
00006_00008.ppm;31;31;6;5;26;25;8
00006_00009.ppm;31;31;5;6;26;26;8
00006_00010.ppm;32;32;6;5;27;27;8
00006_00011.ppm;32;33;6;6;27;28;8
00006_00012.ppm;31;32;5;5;26;27;8
00006_00013.ppm;33;33;6;5;28;27;8
00006_00014.ppm;33;34;5;6;28;29;8
00006_00015.ppm;33;34;5;6;28;29;8
00006_00016.ppm;34;35;5;6;29;30;8
00006_00017.ppm;36;36;6;6;31;31;8
00006_00018.ppm;35;36;5;6;29;31;8
00006_00019.ppm;35;35;5;5;30;29;8
00006_00020.ppm;36;37;5;6;30;31;8
00006_00021.ppm;38;37;6;5;33;32;8
00006_00022.ppm;39;37;6;5;34;32;8
00006_00023.ppm;39;38;6;5;34;33;8
00006_00024.ppm;39;39;5;5;34;34;8
00006_00025.ppm;40;41;5;6;35;36;8
00006_00026.ppm;41;41;5;5;36;36;8
00006_00027.ppm;43;42;6;5;38;37;8
00006_00028.ppm;45;43;6;5;40;38;8
00006_00029.ppm;47;44;6;5;42;39;8
